0.00	1.00
0.05	0.00
0.10	0.00
0.15	0.00
0.20	1.00
0.25	1.00
0.30	1.00
0.35	1.00
0.40	1.00
0.45	1.00
0.50	1.00
0.55	1.00
0.60	1.00
0.65	1.00
0.70	0.00
0.75	0.00
0.80	1.00
0.85	1.00
0.90	1.00
0.95	1.00
1.00	1.00
1.05	1.00
1.10	1.00
1.15	1.00
1.20	1.00
1.25	1.00
1.30	1.00
1.35	1.00
1.40	0.00
1.45	0.00
1.50	1.00
1.55	1.00
1.60	1.00
1.65	1.00
1.70	1.00
1.75	1.00
1.80	1.00
1.85	0.00
1.90	0.00
1.95	0.00
2.00	1.00
2.05	1.00
2.10	1.00
2.15	1.00
2.20	1.00
2.25	0.00
2.30	1.00
2.35	1.00
2.40	1.00
2.45	1.00
2.50	1.00
2.55	0.00
2.60	0.00
2.65	1.00
2.70	1.00
2.75	1.00
2.80	1.00
2.85	1.00
2.90	1.00
2.95	1.00
3.00	0.00
3.05	0.00
3.10	0.00
3.15	0.00
3.20	0.00
3.25	1.00
3.30	1.00
3.35	1.00
3.40	1.00
3.45	1.00
3.50	1.00
3.55	1.00
3.60	1.00
3.65	0.00
3.70	0.00
3.75	0.00
3.80	0.00
3.85	0.00
3.90	0.00
3.95	0.00
4.00	0.00
4.05	0.00
4.10	0.00
4.15	0.00
4.20	0.00
4.25	0.00
4.30	0.00
4.35	0.00
4.40	0.00
4.45	0.00
4.50	0.00
4.55	0.00
4.60	0.00
4.65	0.00
4.70	0.00
4.75	0.00
4.80	0.00
4.85	0.00
4.90	0.00
4.95	0.00
5.00	0.00
5.05	0.00
5.10	0.00
5.15	1.00
5.20	1.00
5.25	1.00
5.30	1.00
5.35	1.00
5.40	1.00
5.45	1.00
5.50	1.00
5.55	1.00
5.60	1.00
5.65	1.00
5.70	0.00
5.75	0.00
5.80	0.00
5.85	1.00
5.90	1.00
5.95	1.00
6.00	1.00
6.05	1.00
6.10	1.00
6.15	1.00
6.20	0.00
6.25	0.00
6.30	0.00
6.35	1.00
6.40	1.00
6.45	1.00
6.50	1.00
6.55	1.00
6.60	1.00
6.65	1.00
6.70	1.00
6.75	1.00
6.80	1.00
6.85	0.00
6.90	0.00
6.95	0.00
7.00	1.00
7.05	1.00
7.10	1.00
7.15	1.00
7.20	1.00
7.25	1.00
7.30	1.00
7.35	1.00
7.40	1.00
7.45	1.00
7.50	0.00
7.55	0.00
7.60	0.00
7.65	0.00
7.70	1.00
7.75	1.00
7.80	1.00
7.85	1.00
7.90	1.00
7.95	1.00
8.00	1.00
8.05	1.00
8.10	1.00
8.15	1.00
8.20	1.00
8.25	1.00
8.30	0.00
8.35	1.00
8.40	1.00
8.45	0.00
8.50	0.00
8.55	0.00
8.60	0.00
8.65	0.00
8.70	1.00
8.75	1.00
8.80	1.00
8.85	1.00
8.90	0.00
8.95	0.00
9.00	0.00
9.05	1.00
9.10	1.00
9.15	1.00
9.20	1.00
9.25	1.00
9.30	1.00
9.35	1.00
9.40	1.00
9.45	1.00
9.50	0.00
9.55	0.00
9.60	0.00
9.65	0.00
9.70	1.00
9.75	1.00
9.80	1.00
9.85	1.00
9.90	1.00
9.95	1.00
10.00	1.00
10.05	1.00
10.10	1.00
10.15	1.00
10.20	0.00
10.25	0.00
10.30	0.00
10.35	1.00
10.40	1.00
10.45	1.00
10.50	1.00
10.55	1.00
10.60	1.00
10.65	1.00
10.70	1.00
10.75	1.00
10.80	1.00
10.85	1.00
10.90	1.00
10.95	1.00
11.00	0.00
11.05	0.00
11.10	1.00
11.15	1.00
11.20	0.00
11.25	0.00
11.30	0.00
11.35	0.00
11.40	0.00
11.45	0.00
11.50	1.00
11.55	1.00
11.60	1.00
11.65	1.00
11.70	0.00
11.75	0.00
11.80	0.00
11.85	0.00
11.90	1.00
11.95	1.00
12.00	1.00
12.05	1.00
12.10	1.00
12.15	1.00
12.20	1.00
12.25	1.00
12.30	1.00
12.35	1.00
12.40	1.00
12.45	0.00
12.50	0.00
12.55	0.00
12.60	1.00
12.65	1.00
12.70	1.00
12.75	1.00
12.80	1.00
12.85	1.00
12.90	0.00
12.95	1.00
13.00	1.00
13.05	1.00
13.10	1.00
13.15	0.00
13.20	0.00
13.25	0.00
13.30	0.00
13.35	1.00
13.40	1.00
13.45	1.00
13.50	1.00
13.55	1.00
13.60	1.00
13.65	1.00
13.70	1.00
13.75	1.00
13.80	1.00
13.85	1.00
13.90	1.00
13.95	1.00
14.00	1.00
14.05	1.00
14.10	1.00
14.15	0.00
14.20	0.00
14.25	1.00
14.30	1.00
14.35	1.00
14.40	1.00
14.45	1.00
14.50	1.00
14.55	1.00
14.60	1.00
14.65	1.00
14.70	1.00
14.75	1.00
14.80	0.00
14.85	0.00
14.90	0.00
14.95	0.00
15.00	0.00
15.05	0.00
15.10	0.00
15.15	0.00
15.20	0.00
15.25	0.00
15.30	0.00
